neg,neu,pos,compound,Comment_ID,Comments,Sentiment Category
0.128,0.788,0.084,-0.9199,706,"I know you promote a lot of phones and you review a lot of different phones, but I'll never buy a Samsung directly from Samsung again. I thought spending $1,300 and buying the phone outright directly from Samsung would be better than buying from a phone provider, but I'm wrong. A phone provider when I tell him I have a problem sends me a new phone and asked me to return the old one. Samsung would like me to wait two weeks while they see if they could figure out if there's a problem and then fix that problem what would I do without a phone for 2 weeks I need to call customers I need the GPS locations I need to speak to my boss. I asked four different people and supervisors and I left messages on their Twitter page. FYI any other company when I Post a problem on Twitter's page they always get back to me. Samsung could care less. I've never been so disappointed because I have five televisions two refrigerators a tablet I must have been through six phones 5 earbuds the Galaxy S3 frontier watch, side note Samsung pay used to work on that now it does not after multiple calls with tech support, and a 360 camera. Being a Samsung fanboy has not paid off lol just want you to know because you talk to a lot of people maybe could let them know how poor services with Samsung",-1
0.0,0.713,0.287,0.9062,707,"Samsung Galaxy ultra 23.> God himself, way stronger , better , an powerful ; Than Apple IPhones which it will ""cost you your monthly rent "" an the device always improve every-year. I cant wait to grab mines. ' Galaxy for life ' lets go.",1
0.129,0.529,0.341,0.6128,708,"I really love my S23 Ultra, but I am not a fan of this commercial lol",1
0.0,0.465,0.535,0.3182,709,Creepy and cool ,1
0.0,0.683,0.317,0.9371,710,"Samsung please keep the offer of 
Watch LTE+ Samsung s23 ultra + Buds at ₹1,30,000 in June because HSC result will be out during these days 
So that students can avail this amazing outstanding fantastic offer",1
0.259,0.61,0.132,-0.9278,711,I love Samsung so much.  But currently Samsung is making very bad phones at a low price. This is reducing the Samsung brand value a lot.  Many people buy cheap phones with poor performance and say that Samsung phones are bad phones.  Hearing this makes me angry because Samsung is the number one brand in the world.  Hope you will take appropriate action.,-1
0.0,0.86,0.14,0.2382,712,Good phone. But the add direction in the Galaxy line up is absurd.,1
0.0,0.783,0.217,0.3612,713,looks like Samsung hired Marval director for this commercial shooting ,1
0.0,1.0,0.0,0.0,714,Where's the 65 watt charging? Oppo has had these for years,0
0.149,0.851,0.0,-0.2732,715,long story cut short this process kept on happening over and over again,-1
0.138,0.819,0.043,-0.5499,716,I'm not gonna buy iphone right now I want to buy this phone Samsung Galaxy S23 Ultra But sadly I didn't have money for my Schooling,-1
0.0,1.0,0.0,0.0,717,Me watching this video with my Samsung Galaxy S10 ,0
0.0,0.65,0.35,0.5927,718,Ok but I just barely bought the s22 like a few months ago ,1
0.26,0.74,0.0,-0.3527,719,Can you low price of samsung s23 ultra??,-1
0.184,0.685,0.131,-0.6463,720,"Exynos will back and will destroy everything, if arrived to galaxy S24 lineup, everyone was so much love it and so happy with Snapdragon even They want galaxy s24 will use snapdragon in international, can't believe what happend if s24 will use back exynos, soc the worst always have issues overheating poor battery life worst quality cameras and not made from TSMC",-1
0.0,0.519,0.481,0.5719,721,Nothing's new but nice marketing ,1
0.0,1.0,0.0,0.0,722,"hey!!, what's new......?",0
0.0,1.0,0.0,0.0,723,Me watching this on i phone 14 promax,0
0.0,0.488,0.512,0.6369,724,The best SAMSUNG ELECTRÓNICS USA,1
0.131,0.797,0.072,-0.5367,725,"most of these fake reviews are ignorant and none of them are mentioning the major screen color issue of this phone , a lot of users are complaining the less saturated, gamma , contrast screen display of S23U, its a totally downgrade screen incomparable to S21U which has a better screen display,  the amoled becomes an ordinary oled screen like other phones and samsung has fooled the consumers on this phone",-1
0.375,0.625,0.0,-0.5574,726,At the end i thought my phone died,-1
0.259,0.625,0.116,-0.5106,727,I wish i could have s23 but what can i do i am from poor family️,-1
0.0,1.0,0.0,0.0,728,ayo? There a pen built inside?!?!,0
0.0,1.0,0.0,0.0,729,Learn something from Apple while making an ad.,0
0.056,0.944,0.0,-0.4585,730,"Not a happy customer . I have samsung  note 9 
Every time I do software update the screen turns yellowish , which was the case with most of the note 9 devices . Last time it happened I had to use my sisters verified account to tweet and get it repaired  . (Which was a long procedure for something that I didn't even do ) ",-1
0.0,1.0,0.0,0.0,731,My uncle have this phone,0
0.144,0.856,0.0,-0.296,732,"These days every smartphone’s presentation has only one thing  “ camera this , camera that, and blah blah blah about camera “. Because rest all is saturated about phones now.",-1
0.0,1.0,0.0,0.0,733,I've see nothing new here. These phones are already at their limit,0
0.0,1.0,0.0,0.0,734,When you are high and they ask you to write a script for an Ad!,0
0.0,0.685,0.315,0.3182,735,Please arrange price at 150 rs,1
0.227,0.773,0.0,-0.3919,736,But but but .......my apple's got air drop. **Not fair*** ,-1
0.0,0.711,0.289,0.5023,737,My iPhone will last way longer than this lol,1
0.0,0.707,0.293,0.4404,738,Where is Changbin?  thanks to him. buy a galaxy ,1
0.0,1.0,0.0,0.0,739,Iron man theme on the trailer ,0
0.0,1.0,0.0,0.0,740,Dope phone but iphone is still king,0
0.0,1.0,0.0,0.0,741,"im still trying to find
WHERE IS THE SAMSUNG GALAXY ",0
0.255,0.745,0.0,-0.34,742,did Samsung shoot this video using the phone?,-1
0.437,0.563,0.0,-0.4767,743,Apple is crying right now,-1
0.0,1.0,0.0,0.0,744,The video samsung ever released,0
0.046,0.807,0.147,0.6697,745,"Dear SAMSUNG 
With all due respect 
Im Requesting U to please ...what devices you made in past years...
We are using that tooo...like Samsung GEAR VR WITH CONTROLLER.....which is now Almost useless because of you guys who thought of discontinuing the apps..of vr which cannot be connected to internet....",1
0.0,1.0,0.0,0.0,746,Hahaha... S Pen need 3 step to open.. loooong time ,0
0.0,1.0,0.0,0.0,747,Ultra s22 (a lemon) user here.  Ultra s23 is probably another lemon!,0
0.099,0.901,0.0,-0.296,748,Why there is no charger in this expensive phone .....If this effect our ecosystem so why they sell charger external source...,-1
0.115,0.733,0.152,0.1779,749,"Samsung galaxy started with: S III mini to S23 no Good. you know why, It often overheats",1
0.162,0.838,0.0,-0.4767,750,"I think it's time we got a new software design One UI looks terrible, specially the notification panel... yuck",-1
0.0,0.505,0.495,0.5994,751,Lol can't buy this one as well,1
0.0,1.0,0.0,0.0,752,So it comes with the stylus?,0
0.0,1.0,0.0,0.0,753,So s23 is camera with spen? Noice,0
0.0,1.0,0.0,0.0,754,You got one more subscriber,0
0.0,1.0,0.0,0.0,755,"Selfie camera just 12 Mp.. 
It's new... ",0
0.583,0.417,0.0,-0.6808,756,this commercial is severely screaming 2012,-1
0.073,0.76,0.167,0.4939,757,"The size on these phones are ridiculous, an average person can't even use the phone with one hand anymore, it seems like they are making these for NBA players.",1
0.187,0.674,0.139,-0.4215,758,"Nice comercial but like there is literally no reason to switcj from my s22 ultra to s23ultra, they pulled an APPLE move and released the same phone, im disappointed",-1
0.143,0.677,0.18,0.128,759,"could have easily stopped after the first line ""whats new? "" - ""nothing""",0
0.0,0.894,0.106,0.0772,760,How do u get that astronaut number whom you have send the photo ,0
0.485,0.515,0.0,-0.6908,761,This version will kill em all,-1
0.0,0.417,0.583,0.4215,762,This is true ,1
0.0,0.714,0.286,0.4215,763,It's the S23 watched ad by 23M lol,1
0.162,0.473,0.365,0.4576,764,Still the shutter lag guys. Please make it more efficient.,1
0.0,0.674,0.326,0.4404,765,200 times better than iPhone 14 pro,1
0.0,1.0,0.0,0.0,766,What's new really ,0
0.0,0.635,0.365,0.8481,767,"Apple is living rent free in people's minds here.    

Just praise S23 ultra without bringing iPhones into these please. ",1
0.0,1.0,0.0,0.0,768,What's new?  The name I guess,0
0.0,1.0,0.0,0.0,769,s21 ultra was fked up by rain ..now i gonna buy 2023 ultra,0
0.0,1.0,0.0,0.0,770,IPhone ,0
0.0,1.0,0.0,0.0,771,Xperia 1 v commercial is more seducing than this,0
0.701,0.299,0.0,-0.6908,772,Kill the i phones ,-1
0.0,1.0,0.0,0.0,773,Which colour is this.. Graphite..??,0
0.0,0.775,0.225,0.4939,774,Samsung Galaxy s23ultra vs iphone14 pro max iphone say mommy save me,1
0.661,0.339,0.0,-0.4404,775,no seriously whats new?… ,-1
0.307,0.693,0.0,-0.4767,776,Me Poor guy Watching it from Galaxy A14... ,-1
0.0,1.0,0.0,0.0,777,why not just buy photo camera ?,0
0.0,1.0,0.0,0.0,778,"Samsung Galaxy Watch 5 is not smartwatch enough,Whatsapp can't sync with my android..hate it!!",0
0.0,1.0,0.0,0.0,779,So basically is Recycled ,0
0.194,0.806,0.0,-0.3412,780,Samsung Official Introductions are not as good as they were earlier,-1
0.0,1.0,0.0,0.0,781,How much in pre order,0
0.268,0.732,0.0,-0.579,782,"Very Sad, Collecting lacs of bucks for phone, but not giving head phone and charger....",-1
0.18,0.82,0.0,-0.296,783,"All Humans Refuse to work in Samsung Ad, expect these 3 guys",-1
0.0,1.0,0.0,0.0,784,Can you send me that? ,0
0.0,0.309,0.691,0.7717,785,Wow it's better than Apple ,1
0.0,0.706,0.294,0.3612,786,"Can you send me that ? 
Thank you ",1
0.286,0.714,0.0,-0.34,787,Is there still thw camera shutter lag?,-1
0.243,0.635,0.122,-0.2851,788,Even lost 500000 not to leave the culprits,-1
0.0,0.843,0.157,0.4215,789,"lol every picture shown has a disclaimer ""illustrated purposes only"". so its not even the actual photo,",1
0.0,1.0,0.0,0.0,790,It is S22 ultra bro,0
0.0,1.0,0.0,0.0,791,New technology,0
0.141,0.74,0.119,0.1823,792,"The Samsung Ultra 23 is no t good comparison to the Note 10+. The camera is not important to me. My cell phone is not for entertainment
 I wish I had gotten my Note 10+ fixed and kept it. I am still going to buy a Note 10+. It is the best for many reasons.",1
0.0,0.843,0.157,0.0772,793,Pls don't mention the iPhONe here.. it's uncomparable...pls,0
0.0,1.0,0.0,0.0,794,Change the design bro,0
0.0,0.615,0.385,0.3612,795,Looks like an AliExpress commercial ,1
0.108,0.8,0.092,-0.394,796,Phone is nice .... but still in this era if we have to use stylus/pen to operate phone... cumon samsung you can do better... I really want to buy this phone but stylus is disappointment for me..,-1
0.0,1.0,0.0,0.0,797,How much is this phone,0
0.0,0.58,0.42,0.4404,798,8 gen 2 better than A16 Bionic,1
0.078,0.894,0.027,-0.4696,799,"No matter how expensive is your galaxy, whatsapp and instagram status update for videos ALWAYS look blur, WHY SAMSUNG? CAN'T YOU MAKE WHATSAPP SPECIALLY FOR SAMSUNG S SERIES??? 
Apple whatsapp and instagram status update are sharp and never blur.",-1
0.0,1.0,0.0,0.0,800,Leaving apple in the dust,0
0.0,1.0,0.0,0.0,801,Nice… but still gon buy iPhone,0
0.085,0.717,0.198,0.4728,802,What's happening All brands Highly Prices increase i don't buy any basic   phone  50k + in Pakistan  2year Older phone A12 55 thousend in Pakistan markets please The Brands please Poor peoples   ,1
0.0,1.0,0.0,0.0,803,Nothing can beat iPhone ,0
0.0,0.79,0.21,0.4926,804,"Hello Samsung! 
I'm from India, can i get a S23 ultra as my birthday gift ",1
0.0,1.0,0.0,0.0,805,It's too much ,0
0.288,0.63,0.082,-0.7385,806,"Excited about the phone, but this has to be their worst introduction video for a phone !",-1
0.0,1.0,0.0,0.0,807,wats the new buy the way?,0
0.0,0.465,0.535,0.3182,808,it's price please,1
0.0,1.0,0.0,0.0,809,"Reading some of these comments, makes me wonder if I'm one of the few people that are still real.",0
0.0,1.0,0.0,0.0,810,Translation: nothing new since s9,0
0.0,0.58,0.42,0.4404,811,Simply design earn easy money,1
0.0,1.0,0.0,0.0,812,Astronaut: can u send me that,0
0.0,1.0,0.0,0.0,813,Sony Xperia 1 v is coming,0
0.0,0.916,0.084,0.34,814,"I can't google voice assistant to make call and message using WhatsApp, before the software update it can.
My old s8+ for home robot vacuum cleaner  after software update , the robot vacuum cleaner app mapping features can't using it anymore. ",1
0.0,0.256,0.744,0.4404,815,Way better,1
0.0,1.0,0.0,0.0,816,"When the S24 arrives  and this one gets cheaper by 50%, I still wont buy a samsung.",0
0.0,0.435,0.565,0.3818,817,Apple still clear ,1
0.0,1.0,0.0,0.0,818,Note- the other guy was an apple user.,0
0.265,0.735,0.0,-0.7227,819,"Samsung is W, but a ton of apple fanboys won't even ask because they hate Samsung",-1
0.0,1.0,0.0,0.0,820,what is the name of the game?,0
0.0,1.0,0.0,0.0,821,what is the name of the game?,0
0.0,0.708,0.292,0.5106,822,Can the hot girl is free with this phone ,1
0.0,0.408,0.592,0.4404,823,better than iphone,1
0.0,1.0,0.0,0.0,824,Is she the one from White Lotus Season 2? ,0
0.0,1.0,0.0,0.0,825,Class,0
0.0,1.0,0.0,0.0,826,"Q? Whats new?
Ans : nothing",0
0.0,0.488,0.512,0.6369,827,Samsung phones are the best,1
0.0,1.0,0.0,0.0,828,Where are the apple fansboys now ,0
0.0,1.0,0.0,0.0,829,It even has 23 mil view,0
0.0,1.0,0.0,0.0,830,<Iphone ,0
0.0,0.417,0.583,0.6369,831,I used to love Samsung,1
0.0,0.755,0.245,0.0772,832,Pls make small one pls...pls..plz...,0
0.0,1.0,0.0,0.0,833,Still waiting for them to kiss...,0
0.0,1.0,0.0,0.0,834,still use exynos in my?,0
0.0,0.294,0.706,0.5859,835,Vision booster = True Tone ?,1
0.0,0.417,0.583,0.4215,836,Nice story telling,1
0.0,1.0,0.0,0.0,837,who made it? Genius???,0
0.0,1.0,0.0,0.0,838,This my fullfil,0
0.0,1.0,0.0,0.0,839,Samsung The only competitor for apple,0
0.0,0.762,0.238,0.7783,840,Dear Samsung please bring back the design of s9 and s10..they are better than todays design..and remove the s-pen  from this mobile..mobiles don't need any kind of pen.. ,1
0.0,0.755,0.245,0.0772,841,The number is new 23 ,0
0.0,1.0,0.0,0.0,842,Apple user must wacth this..,0
0.54,0.46,0.0,-0.5719,843,2023 is for Samsung no doubt,-1
0.027,0.891,0.082,0.3689,844,passsssssss on this my s 22 ultra works just fine just a 200 mp camera uhhhhh dont think its worthy to upgrade too and same design same size screen  and black gaps on top and bottom for the price??? passsss on this not much change at all just a camera to 200 mp overall nice new device but my s 22 ultra works just fine...,1
0.0,1.0,0.0,0.0,845,Background music from IronMan first flight.,0
0.0,1.0,0.0,0.0,846,Couldn't hepl it had to watch it again on the s23ultra,0
0.123,0.81,0.067,-0.6989,847,"It's a good camera but it overheated.. the S23 needs to be replaced, said the seller at SM Mall. So I'm really disappointed. However, Samsung has released many branded products and then the Note Series, Samsung Note10 to 20 collapsed.  Series' Strongest Cellphone, does not heat up../than you Compared to the new Samsungs that now Overheat, since Compisca the Note Series has been changed by Samsung because other Brands that are its partner are at a loss.",-1
0.0,0.764,0.236,0.7579,848,"Please give me a samsung this smartphone, and I will advertise in all social networks where I am registered, samsung is the best in the world ",1
0.0,0.192,0.808,0.8555,849,What a advertising best best,1
0.081,0.686,0.233,0.5332,850,"Sorry Samsung I never feel it's so new features, really it's become so funny",1
0.0,1.0,0.0,0.0,851,paying for brand new phone but getting recycled plastic box.,0
0.0,1.0,0.0,0.0,852,I still can't believe that Apple is so far behind. Samsung phones are almost always one or two steps ahead.,0
0.0,0.953,0.047,0.296,853,"What's new ? in fact nothing... only normal upgrades compare to the last year device... And from an Note 10+ device, I don't have the woaw effect... neither design nor features has changes or improved.... But have to admit the price for the same performance (1100€ to 1600€)",1
0.158,0.68,0.162,0.0185,854,If compared with other phones design wise. It's just a boxy design not so good looking.,0
0.0,0.72,0.28,0.5423,855,Samsung cameras hardware is far superior to apple iPhones’ one.,1
0.0,0.806,0.194,0.5106,856,"Hi samsung. I am in sri, lanka i want to buy a smart phone i, send sms. I want to buy samsung galaxy s23 ultra smartphone. It is convenient.",1
0.221,0.779,0.0,-0.1779,857,"Its too cheeky for an ad, seriously",-1
0.0,1.0,0.0,0.0,858,"The gray mass pays for ecology, while large corporations do not",0
0.294,0.706,0.0,-0.3612,859,An Apple user Will regrets buying iphone,-1
0.0,1.0,0.0,0.0,860,Over promotion ,0
0.0,1.0,0.0,0.0,861,*  and above all is ... cheap ! *  ,0
0.0,0.602,0.398,0.5106,862,Trailers are for non buyers :d,1
0.0,1.0,0.0,0.0,863,That's all??,0
0.0,1.0,0.0,0.0,864,bro this ad is so tacky ,0
0.0,1.0,0.0,0.0,865,Song name in the last ?,0
0.101,0.789,0.11,-0.1779,866,"Just want to share my disappointing experience with the Samsung renove program :
Recently i´ve upgraded my S21 to a S23

Online, i was supposed to receive 400Euros for this Exchange.",-1
0.16,0.712,0.127,-0.3194,867,Hi im use s23 ultra and the chrome bezel wasnt build realy well the paint was so bad and can't claim s+ waranty because its not phone software eror lol what a joke,-1
0.0,1.0,0.0,0.0,868,"Hey, What's new?",0
0.0,1.0,0.0,0.0,869,Who else is watching this with a note 9 ,0
0.0,1.0,0.0,0.0,870,Price in Pakistan,0
0.217,0.783,0.0,-0.6124,871,"Samsung, you guys gotta get rid of the curve..it's obsolete and temper glass won't stay in tact because of it..",-1
0.205,0.795,0.0,-0.9328,872,"The most horrible costumer service. Bought the S23 ultra, unit arrived with a problem (okay that can happen) but after complaining immediately to Samsung, one week later still no updates, no phone, no money and they only say its the process... Not recommended at all, it's beyond bad... ATTENTION all costumers my unit came with water inside it in the form of humidity that showed up soon the phone heated up by transferring files!",-1
0.0,1.0,0.0,0.0,873,Price is too high,0
0.0,1.0,0.0,0.0,874,Water proof ?,0
0.0,1.0,0.0,0.0,875,"hey what’s new 
WHAT IS NEW the name",0
0.0,1.0,0.0,0.0,876,What’s new: The Name ️,0
0.0,1.0,0.0,0.0,877,Give me this phone,0
0.0,0.58,0.42,0.4404,878,Hey Samsung gift me this...,1
0.0,1.0,0.0,0.0,879,what's this woman doing outside the kitchen trying to explain how a smartphone works,0
0.0,1.0,0.0,0.0,880,Who is the actress they used ??,0
0.445,0.555,0.0,-0.3412,881,Price is not good,-1
0.0,1.0,0.0,0.0,882,Very very very VERY expensive.,0
0.0,1.0,0.0,0.0,883,Whatever! iPhone is iPhone,0
0.0,1.0,0.0,0.0,884,Can I use this video part for my YouTube channel,0
0.0,1.0,0.0,0.0,885,Samsung I I'm a big since the A13,0
0.17,0.83,0.0,-0.5709,886,That has got to be one of the most stupid commercials I have ever seen in my life...and I'm 64.,-1
0.0,0.4,0.6,0.7178,887,Thanks so nice price us dollar,1
0.0,0.323,0.677,0.6369,888,Iphone is best,1
0.0,1.0,0.0,0.0,889,The ads is yakkkk,0
0.0,1.0,0.0,0.0,890,Watching this in 23U,0
0.0,0.759,0.241,0.2263,891,Is it a phone worth buying? 1000 dolars,1
0.0,1.0,0.0,0.0,892,This is why samsung beats all the competitors,0
0.0,1.0,0.0,0.0,893,It's a 600 hundred trillion dollars industry how much can you affordable?,0
0.0,1.0,0.0,0.0,894,What kind of ad is this...,0
0.0,1.0,0.0,0.0,895,My phone choose iPhone or Samsung,0
0.116,0.783,0.101,-0.0763,896,my sad story  1pone 4year that is very bad  condition my and my father have samsung m13 pone my father fan samsung brand but i have no pone i will say  my father buy one  pone for me my father say naver i not have money at my father is military retirment at but samsung is brand samsung is dad for all  pone company i wish i have samsung s23 ultra i wish i have samsung brand no ipone brand only samsung  ,0
0.0,0.734,0.266,0.4404,897,"Tbh, I personally believe that Samsung is better than Apple.",1
0.179,0.821,0.0,-0.5719,898,"so truetone, another a.i photography scam, and adjusting stuff with a pen that i can do with my fingers?

pass.",-1
0.0,1.0,0.0,0.0,899,0:49 only og know this game subnautica !!,0
0.315,0.225,0.461,0.3182,900,Lame advert great phone,1
0.0,0.357,0.643,0.7351,901,"My dream phone 
Please some gift me ",1
0.4,0.438,0.161,-0.5879,902,This commercial is embarrassing it's so bad. Cool phone though.,-1
0.126,0.82,0.054,-0.6911,903,"As a customer i will never recommend Samsung and will never buy one again, last year i bought galaxy s22, after 3/4 month it became the most laggy phone i have ever used, fast charging doesn’t work anymore, take 2.5 hours to become fully charged, don’t even get 4 hours on screen battery backup. Started having noisy speaker, reaching out to customer service is also another worst experience, feel like throwing 800+ euros into the bin.",-1
0.583,0.417,0.0,-0.4215,904,Waste of money,-1
0.0,1.0,0.0,0.0,905,"Who else thought: oh hey, Camila Cabello ?",0
0.182,0.367,0.45,0.7922,906,"Honest criticism - I'm not impressed.
No actually useful innovation present.

What I would really like - 10+ hrs battery life",1
0.0,1.0,0.0,0.0,907,"Samsung phone exist too much bug while use, never compare to iphone",0
0.0,1.0,0.0,0.0,908,Who I p ? ,0
0.0,1.0,0.0,0.0,909,2:33 @ThatWasEpic11 ,0
0.0,0.476,0.524,0.5106,910,2:34  free promotion juan,1
0.0,1.0,0.0,0.0,911,Airdrop is apples,0
0.0,1.0,0.0,0.0,912,what is npu,0
0.356,0.515,0.129,-0.5647,913,Dream but I am not afford it I am poor,-1
0.255,0.508,0.237,-0.0534,914,The phones nice the commercial is kinda dumb,0
0.0,0.58,0.42,0.4404,915,Bacolod city Philippines good item,1
0.0,0.674,0.326,0.4404,916,camera design looks cheap better s22 design,1
0.0,1.0,0.0,0.0,917,Not an Iphone,0
0.0,1.0,0.0,0.0,918,"Samsung> iPhone.
Never had issue with Samsung in 10y",0
0.0,1.0,0.0,0.0,919,did they take mushroom?,0
0.0,1.0,0.0,0.0,920,Iphone>>>>>>>>>>>>,0
0.0,1.0,0.0,0.0,921,Can you send me that️,0
0.0,1.0,0.0,0.0,922,Will never be nothing more than IPhone clone wannabe devices ,0
0.0,1.0,0.0,0.0,923,"I will still say ... Whats new ... Nothing new in this video.. 
all same features",0
0.0,1.0,0.0,0.0,924,iPhone is iphone,0
0.243,0.628,0.13,-0.4019,925,camera placement looks horrible. I am sticking with iPhone. Lost respect after I bought galaxy note2. side coating  peeled off,-1
0.0,1.0,0.0,0.0,926,Very expensive phone ..,0
0.159,0.841,0.0,-0.6705,927,Bhot bhot bhot bkwass phone hai.....heating problems bhot zada hai....phone sala hath jalane tayar hai....bkwass bkwass bkwass 1.24lakh rs waste ho gae mt lena bhai mtlena vivo oppo lelo sahi hai,-1
0.0,1.0,0.0,0.0,928,can i use this vedio in my channel .,0
0.352,0.648,0.0,-0.5859,929,Samaung is doing fraud in their echange program,-1
0.0,1.0,0.0,0.0,930,It's the black dude coming after all had been said ,0
0.451,0.549,0.0,-0.6249,931,It's the worst that can exist,-1
0.0,1.0,0.0,0.0,932,200mp is gimmick,0
0.0,0.48,0.52,0.7574,933,"Bacolod city good item more fun in Philippines,",1
0.295,0.446,0.259,-0.1027,934,The dumb equipment of 700 performance better,0
0.267,0.733,0.0,-0.7346,935,I bought  S23 ultra Very poor product nd service plzz don't  buy  Samsung  product otherwise u will b feel regret  after buying,-1
0.134,0.549,0.317,0.4588,936,"Yes, and with a price of average car in my country... no thx",1
0.0,1.0,0.0,0.0,937,Simply... nothing new,0
0.028,0.633,0.339,0.9294,938,I'm sorry but this commercial is just cringey asf bruh lol. Like this commercial would've worked out if we were like in the early 2000's but we're in 2023 now lol ,1
0.0,0.664,0.336,0.7645,939,"You are very kind people give me 1 mobile phone giveaway gift
Samsung galaxy mobile phone",1
0.0,1.0,0.0,0.0,940,What are you guys doing with your billions?,0
0.0,1.0,0.0,0.0,941,3.3Kth Commented ,0
0.216,0.784,0.0,-0.7845,942,"Waiting to switch over the day they change that ugly android interface. I can’t stand how it looks. The clunky transitions, crappy emojis, how unintuitive the layout is. ️",-1
0.0,1.0,0.0,0.0,943,"Never give this woman a Samsung 

Ever ",0
0.0,1.0,0.0,0.0,944,Is she Jenna Ortega from nexflix Wednesday ?,0
0.272,0.728,0.0,-0.6249,945,Got a worst product (samsung Galaxy S23 ultra) from samsung...disappointed on photo clarity...,-1
0.15,0.85,0.0,-0.2755,946,"Dont like the camera layout design. Makes it look cheap, change that Samsung.",-1
0.259,0.741,0.0,-0.1027,947,"Samsung 
Pay more 
Get Less",0
0.0,0.834,0.166,0.4199,948,"The iPhone do that like 5 years ago! 

Why u need a pen if u have a finger (STEVE JOBS)",1
0.217,0.696,0.088,-0.9753,949,"Incredible disappointed I want to cry, DO NOT BUY THIS PHONE, I have it for almost a month and the screen is already broken. i had doubts about the display resistance, but man it is horrible verry horrible. I placed the phone on the sink and it felt in the sink like 10cm is the distance and the side of the screen which is round for some reason and there is no protection for this kind ok screen,  cracked. Not only that but a powerful green line apeeard on the display were it cracked. Now I have to pay more than a quarter of this entire price for the phone just to change the screen. i am devastated and I really regret that I spent my money on this very expensive phone. I had many phones but near this expensive and never had this happed to me. Do not buy phones with round display is a design failure. Horrible experience",-1
0.0,1.0,0.0,0.0,950,Nothing new ,0
0.0,1.0,0.0,0.0,951,did you have to make the trailer cringe ?,0
0.267,0.515,0.218,-0.1458,952,"Nothing is new, just a little stupid update. LoL",0
0.165,0.723,0.112,-0.5826,953,S23 ultra user here! I hate this phone passionately! The worst fringer print and face unlocks you will ever get! Samsung every year just focuses on cameras and forgets about the basic functions like the unlocks. This phone doesn't deserve the price tag.,-1
0.38,0.62,0.0,-0.8097,954,Worst commercial ever. If I would watch it before buying phone I would never buy :D,-1
0.0,1.0,0.0,0.0,955,Not upto the mark,0
0.0,1.0,0.0,0.0,956,Seen the actress before,0
0.179,0.821,0.0,-0.5719,957,"After disable band selection function from june 2022 now i hate samsung phone,  it's only camera and copycat iphone",-1
0.0,0.633,0.367,0.4404,958,"anyway, iPhone is better than Samsung.",1
0.0,1.0,0.0,0.0,959,What a cheap ad!,0
0.0,0.792,0.208,0.7425,960,"Who needs a gimmicky 200MP nowadays, the sensor size is more important than those MP gimmicks, the best sensor is Sony IMX 989 and everybody knows that.",1
0.0,0.667,0.333,0.3612,961,S23 ultra owners like this comment,1
0.0,1.0,0.0,0.0,962,2:33 @ThatWasEpic11,0
0.0,1.0,0.0,0.0,963,Who's this actress?,0
0.0,1.0,0.0,0.0,964,What is her name ?,0
0.0,1.0,0.0,0.0,965,Sam sang can u send me one plese,0
0.0,0.822,0.178,0.0772,966,pls any one gfit me this phone,0
0.412,0.588,0.0,-0.5423,967,Galaxy m13 is bad at performance,-1
0.0,0.88,0.12,0.0572,968,Looks the same as the S22 Ultra. Nothing new. Meh,0
0.0,1.0,0.0,0.0,969,Hey change the back,0
0.143,0.39,0.468,0.6124,970,Can you stop giving us curved edges please? Thank you,1
0.0,1.0,0.0,0.0,971,It's kinda cringe though,0
0.0,0.559,0.441,0.7833,972,"Features is great but it is without a doubt, The lamest smartphone official video ",1
0.481,0.519,0.0,-0.5719,973,That's Why I hate iPhone users ,-1
0.148,0.581,0.271,0.4404,974,What a boring update. Galaxy Note 20 Ultra is still the best.,1
0.0,0.408,0.592,0.4404,975,iPhone is better,1
0.0,0.785,0.215,0.6269,976,"Whatever, the design looks cheap, it runs Android, full of malware and Spyware, so enjoy yourself ",1
0.439,0.286,0.275,-0.0772,977,"Sad man , sorry but lost hope on Samsung",0
0.0,1.0,0.0,0.0,978,Name of the Girl ? Anyone Knows ??,0
0.0,1.0,0.0,0.0,979,Lols everything is copied from iOS  and nothing new,0
0.0,0.645,0.355,0.0258,980,Rotfl... Silly comercial,0
0.0,1.0,0.0,0.0,981,"Willing but not able
On day",0
0.274,0.726,0.0,-0.787,982,"This is a bad introduction video. I was expecting more class .
No I am not an apple fan. I just know which video stands out and which doesn't.",-1
1.0,0.0,0.0,-0.4767,983,Disappointed.,-1
0.0,1.0,0.0,0.0,984,I’ll stick to my iPhone.,0
0.393,0.607,0.0,-0.3804,985,The most boring ad ever,-1
0.326,0.455,0.22,-0.34,986,Samsung is just better. Iphone is dead RIP,-1
0.0,0.408,0.592,0.4404,987,iphone is better,1
0.0,1.0,0.0,0.0,988,s23 over the horizon 也太难听了,0
0.0,0.506,0.494,0.2382,989,good but cringe,1
0.602,0.398,0.0,-0.9274,990,"The most CHEESY gadget video ad.... Poor CGI, bad transitions, bad bad bad...",-1
0.0,1.0,0.0,0.0,991,iphone,0
0.0,1.0,0.0,0.0,992,This is romel romel,0
0.268,0.615,0.117,-0.5362,993,OKay Samsung Racist much? Why you gotta include the black guy last?,-1
0.0,1.0,0.0,0.0,994,Why you not call me in launching day ,0
0.355,0.645,0.0,-0.5267,995,"No headphone jack
No charger L phone 
Oppo A5 & PS5 >>>>>",-1
0.0,1.0,0.0,0.0,996,Nothing new,0
